,Planet Name,Planet Mass,Planet Radius,Distance from Earth,Star Name,Equilibrium Temperature,Stellar Temperature,Stellar Radius,Distance from Host Star,Number of Planets in System,Habitability
842,Kepler-1627 b,13.2,3.69,317.437,Kepler-1627,794.0,5388.0,0.717,0.0643,0,1
843,Kepler-1628 b,33.8,6.43,352.0,Kepler-1628,240.0,3869.0,0.584,0.2952,0,1
844,Kepler-1629 b,0.381,0.77,336.09,Kepler-1629,1081.0,5713.0,0.893,0.0485,0,1
845,Kepler-163 b,1.16,1.05,689.814,Kepler-163,906.0,5395.0,1.071,0.078,0,2
846,Kepler-163 c,5.73,2.26,689.814,Kepler-163,648.0,5395.0,1.071,0.152,0,2
847,Kepler-1630 b,5.43,2.19,331.213,Kepler-1630,182.0,5037.0,0.756,1.1218,0,1
848,Kepler-1631 b,2.39,1.35,1305.99,Kepler-1631,1122.0,5858.0,0.963,0.0511,0,1
849,Kepler-1632 b,6.66,2.47,716.76,Kepler-1632,369.0,6072.0,1.286,0.6762,0,1
850,Kepler-1633 b,3.12,1.58,1114.91,Kepler-1633,925.0,5889.0,4.912,0.3875,0,1
851,Kepler-1634 b,10.3,3.19,617.339,Kepler-1634,282.0,5636.0,1.354,1.0525,0,1
852,Kepler-1635 b,12.9,3.64,1069.45,Kepler-1635,200.0,5474.0,0.763,1.117,0,1
853,Kepler-1636 b,10.5,3.23,1947.54,Kepler-1636,248.0,5977.0,1.022,1.1546,0,1
854,Kepler-1637 b,0.64,0.89,567.187,Kepler-1637,1093.0,6024.0,1.009,0.0596,0,1
855,Kepler-1638 b,4.16,1.87,1525.52,Kepler-1638,449.0,5490.0,3.204,0.745,0,1
856,Kepler-1639 b,7.18,2.58,1031.31,Kepler-1639,1003.0,6477.0,1.148,0.0932,0,1
857,Kepler-164 b,2.57,1.41,890.758,Kepler-164,1141.0,5888.0,1.097,0.058,0,3
858,Kepler-164 c,7.9,2.73,890.758,Kepler-164,881.0,5888.0,1.097,0.097,0,3
859,Kepler-164 d,6.57,2.45,890.758,Kepler-164,637.0,5888.0,1.097,0.187,0,3
860,Kepler-1640 b,20.7,4.82,1859.78,Kepler-1640,1228.0,6264.0,1.651,0.0836,0,1
861,Kepler-1641 b,9.85,3.11,860.37,Kepler-1641,908.0,6486.0,1.485,0.1473,0,2
862,Kepler-1641 c,9.01,2.95,860.37,Kepler-1641,767.0,6486.0,1.485,0.2065,0,2
863,Kepler-1642 b,10.3,3.2,413.873,Kepler-1642,895.0,5254.0,1.514,0.1016,0,2
864,Kepler-1642 c,7.56,2.66,413.873,Kepler-1642,1095.0,5254.0,1.514,0.0678,0,2
865,Kepler-1643 b,5.9,2.3,341.774,Kepler-1643,799.0,5101.0,0.67,0.0531,0,1
866,Kepler-1644 b,4.19,1.88,629.27,Kepler-1644,606.0,5723.0,0.818,0.142,0,1
867,Kepler-1645 b,3.82,1.78,1202.47,Kepler-1645,754.0,5929.0,1.069,0.1285,0,1
868,Kepler-1646 b,2.04,1.23,127.591,Kepler-1646,365.0,3236.0,0.193,0.0295,0,1
869,Kepler-1649 b,1.03,1.017,92.1913,Kepler-1649,211.0,2703.0,0.118,0.0514,2,2
870,Kepler-1649 c,1.2,1.06,92.1913,Kepler-1649,161.0,2703.0,0.118,0.0649,0,2
871,Kepler-165 b,5.99,2.32,560.885,Kepler-165,716.0,5081.0,0.77,0.072,0,2
872,Kepler-165 c,5.6,2.23,560.885,Kepler-165,581.0,5081.0,0.77,0.11,0,2
873,Kepler-1650 b,0.84,0.96,134.397,Kepler-1650,602.0,3364.0,0.274,0.0167,0,1
874,Kepler-1651 b,4.04,1.84,66.4074,Kepler-1651,393.0,3609.0,0.422,0.0692,0,1
875,Kepler-1652 b,3.19,1.6,252.0,Kepler-1652,242.0,3554.0,0.398,0.1654,2,1
876,Kepler-1653 b,5.35,2.17,755.0,Kepler-1653,271.0,4821.0,0.788,0.4706,1,1
877,Kepler-1655 b,5.0,2.213,213.26,Kepler-1655,863.0,6147.0,1.04,0.103,0,1
878,Kepler-1656 b,48.6,5.02,185.875,Kepler-1656,570.0,5733.0,0.99,0.197,0,1
879,Kepler-1658 b,1868.8404,11.994,788.238,Kepler-1658,2034.0,6244.0,2.992,0.0544,0,1
880,Kepler-166 b,5.77,2.27,603.53,Kepler-166,772.0,5409.0,0.746,0.072,0,3
881,Kepler-166 c,6.26,2.38,603.53,Kepler-166,468.0,5409.0,0.746,0.195,0,3
882,Kepler-166 d,3.64,1.73,603.53,Kepler-166,1313.0,5409.0,0.746,0.0246,0,3
883,Kepler-1663 b,10.9,3.304,337.926,Kepler-1663,362.0,3744.0,0.516,0.1072,0,1
884,Kepler-1664 b,9.45,3.033,626.691,Kepler-1664,776.0,5725.0,1.072,0.1137,0,1
885,Kepler-1665 b,8.44,2.839,335.515,Kepler-1665,906.0,5059.0,1.657,0.1006,0,1
886,Kepler-1666 b,8.66,2.883,1379.37,Kepler-1666,672.0,6297.0,1.031,0.1761,0,2
887,Kepler-1666 c,10.5,3.236,1379.37,Kepler-1666,578.0,6297.0,1.031,0.2383,0,2
888,Kepler-1667 b,9.19,2.984,626.819,Kepler-1667,655.0,6056.0,2.562,0.4256,0,1
889,Kepler-1668 b,17.4,4.348,1335.64,Kepler-1668,721.0,5900.0,0.951,0.124,0,1
890,Kepler-1669 b,8.15,2.78,543.444,Kepler-1669,530.0,4224.0,0.603,0.0745,0,2
891,Kepler-1669 c,4.27,1.901,543.444,Kepler-1669,958.0,4224.0,0.603,0.0228,0,2
892,Kepler-167 b,3.24,1.615,341.908,Kepler-167,807.0,4799.0,0.692,0.0483,0,4
893,Kepler-167 c,3.01,1.548,341.908,Kepler-167,678.0,4799.0,0.692,0.0684,0,4
894,Kepler-167 d,1.83,1.194,341.908,Kepler-167,473.0,4799.0,0.692,0.1405,0,4
895,Kepler-167 e,73.4,10.15,341.908,Kepler-167,129.0,4799.0,0.692,1.89,0,4
896,Kepler-1670 b,11.2,3.356,2065.98,Kepler-1670,731.0,6249.0,1.076,0.1528,0,1
897,Kepler-1671 b,2.32,1.326,357.059,Kepler-1671,962.0,5251.0,0.847,0.0491,0,1
898,Kepler-1672 b,9.11,2.97,391.181,Kepler-1672,423.0,5504.0,1.737,0.5726,0,1
899,Kepler-1673 b,8.93,2.936,727.187,Kepler-1673,611.0,6202.0,1.062,0.2127,0,1
900,Kepler-1674 b,10.4,3.206,1012.48,Kepler-1674,417.0,5662.0,0.84,0.3017,0,1
901,Kepler-1675 b,9.93,3.125,651.117,Kepler-1675,465.0,5798.0,1.019,0.3076,0,1
902,Kepler-1676 b,11.3,3.377,,Kepler-1676,782.0,6127.0,1.637,0.1954,0,1
903,Kepler-1677 b,7.76,2.702,735.369,Kepler-1677,712.0,6232.0,1.09,0.1624,0,1
904,Kepler-1678 b,10.9,3.304,847.339,Kepler-1678,329.0,5578.0,0.95,0.5302,0,1
905,Kepler-1679 b,4.93,2.069,909.28,Kepler-1679,813.0,5806.0,0.899,0.0892,0,1
906,Kepler-168 b,2.73,1.46,1343.6,Kepler-168,1240.0,5946.0,1.223,0.056,0,2
907,Kepler-168 c,7.7,2.69,1343.6,Kepler-168,862.0,5946.0,1.223,0.116,0,2
908,Kepler-1680 b,2.42,1.36,310.315,Kepler-1680,771.0,5146.0,0.905,0.0784,0,1
909,Kepler-1681 b,7.05,2.553,758.3,Kepler-1681,442.0,5390.0,1.104,0.32,0,1
910,Kepler-1682 b,8.7,2.889,1159.85,Kepler-1682,694.0,5570.0,0.904,0.1134,0,1
911,Kepler-1683 b,4.17,1.875,733.143,Kepler-1683,669.0,5523.0,0.891,0.1182,0,1
912,Kepler-1684 b,8.6,2.871,621.996,Kepler-1684,347.0,4551.0,0.672,0.2253,0,1
913,Kepler-1685 b,7.16,2.577,1141.89,Kepler-1685,625.0,5681.0,0.923,0.1485,0,1
914,Kepler-1686 b,2.62,1.426,729.823,Kepler-1686,913.0,5806.0,1.101,0.0866,0,1
915,Kepler-1687 b,3.38,1.656,417.014,Kepler-1687,598.0,4102.0,0.581,0.0532,0,1
916,Kepler-1688 b,2.13,1.262,567.4468709,Kepler-1688,772.0,4868.0,0.746,0.0577,0,1
917,Kepler-1689 b,0.799,0.947,294.122,Kepler-1689,879.0,5827.0,0.933,0.0798,0,1
918,Kepler-169 b,1.51,1.13,406.529,Kepler-169,962.0,5001.0,0.76,0.04,0,5
919,Kepler-169 c,1.92,1.21,406.529,Kepler-169,776.0,5001.0,0.76,0.062,0,5
920,Kepler-169 d,2.1,1.25,406.529,Kepler-169,702.0,5001.0,0.76,0.075,0,5
921,Kepler-169 e,5.48,2.2,406.529,Kepler-169,595.0,5001.0,0.76,0.105,0,5
922,Kepler-169 f,7.18,2.58,406.529,Kepler-169,321.0,5001.0,0.76,0.359,0,5
923,Kepler-1690 b,8.3,2.811,703.789,Kepler-1690,267.0,5422.0,0.885,0.7097,0,1
924,Kepler-1691 b,4.02,1.835,1267.67,Kepler-1691,1283.0,5927.0,1.193,0.0495,0,1
925,Kepler-1692 b,1.42,1.112,591.019,Kepler-1692,897.0,5452.0,0.9,0.0646,0,1
926,Kepler-1693 b,2.21,1.289,760.065,Kepler-1693,807.0,5553.0,1.098,0.1011,0,2
927,Kepler-1693 c,0.894,0.977,760.065,Kepler-1693,1059.0,5553.0,1.098,0.0588,0,2
928,Kepler-1694 b,1.76,1.18,513.329,Kepler-1694,956.0,5018.0,0.838,0.0449,0,1
929,Kepler-1695 b,1.46,1.119,791.175,Kepler-1695,957.0,5595.0,0.796,0.0529,0,1
930,Kepler-1696 b,8.29,2.81,1506.36,Kepler-1696,454.0,5982.0,0.96,0.3244,0,1
931,Kepler-1697 b,2.12,1.26,247.771,Kepler-1697,630.0,4928.0,1.688,0.2008,0,1
932,Kepler-1698 b,1.25,1.073,222.345,Kepler-1698,1351.0,5014.0,0.756,0.0203,0,1
933,Kepler-1699 b,3.08,1.567,818.759,Kepler-1699,1010.0,5496.0,0.725,0.0418,0,1
934,Kepler-17 b,778.65,14.68,720.753,Kepler-17,1562.0,5624.0,1.018,0.02591,0,1
935,Kepler-170 b,82.6,3.2,738.657,Kepler-170,899.0,5674.0,1.032,0.08,0,2
936,Kepler-170 c,8.55,2.86,738.657,Kepler-170,702.0,5674.0,1.032,0.131,0,2
937,Kepler-1700 b,8.76,2.901,717.597,Kepler-1700,329.0,5814.0,1.248,0.7576,0,1
938,Kepler-1701 b,5.57,2.222,584.142,Kepler-1701,273.0,5171.0,0.801,0.5608,1,1
939,Kepler-1702 b,3.2,1.602,857.14,Kepler-1702,555.0,5242.0,0.734,0.1275,0,1
940,Kepler-1704 b,1318.98789,11.938,835.455,Kepler-1704,223.0,5755.0,1.549,2.026,0,1
941,Kepler-1705 b,4.47,2.03,1633.49,Kepler-1705,789.0,5775.0,0.768,0.08,0,1
942,Kepler-1709 b,9.93,3.124,273.946,Kepler-1709,472.0,5918.0,1.043,0.3192,0,1
943,Kepler-171 b,6.08,2.34,863.855,Kepler-171,1053.0,5456.0,0.943,0.05,0,3
944,Kepler-171 c,7.08,2.56,863.855,Kepler-171,752.0,5456.0,0.943,0.098,0,3
945,Kepler-171 d,4.23,1.89,863.855,Kepler-171,497.0,5456.0,0.943,0.223,0,3
946,Kepler-1710 b,10.3,3.197,305.193,Kepler-1710,694.0,5650.0,0.899,0.1159,0,1
947,Kepler-1711 b,4.36,1.923,590.268,Kepler-1711,669.0,5706.0,1.034,0.1463,0,1
948,Kepler-1712 b,5.83,2.284,156.264,Kepler-1712,391.0,3732.0,0.509,0.0903,0,1
949,Kepler-1713 b,3.59,1.717,295.293,Kepler-1713,900.0,6477.0,1.459,0.1469,0,1
950,Kepler-1714 b,10.7,3.264,409.46,Kepler-1714,1211.0,6150.0,2.086,0.1047,0,1
951,Kepler-1715 b,16.0,4.14,522.605,Kepler-1715,646.0,6212.0,1.209,0.2178,0,1
952,Kepler-1716 b,6.46,2.425,195.439,Kepler-1716,408.0,4894.0,0.684,0.1916,0,1
953,Kepler-1717 b,9.21,2.989,1008.79,Kepler-1717,780.0,6200.0,1.64,0.2014,0,1
954,Kepler-1718 b,7.12,2.569,375.522,Kepler-1718,345.0,5731.0,0.906,0.4878,0,1
955,Kepler-1719 b,14.8,3.95,905.406,Kepler-1719,1287.0,5687.0,1.775,0.0674,0,1
956,Kepler-172 b,6.12,2.35,828.592,Kepler-172,1256.0,5527.0,1.054,0.04,0,4
957,Kepler-172 c,8.55,2.86,828.592,Kepler-172,970.0,5527.0,1.054,0.068,0,4
958,Kepler-172 d,5.69,2.25,828.592,Kepler-172,736.0,5527.0,1.054,0.118,0,4
959,Kepler-172 e,8.05,2.76,828.592,Kepler-172,550.0,5527.0,1.054,0.211,0,4
960,Kepler-1720 b,10.4,3.216,629.445,Kepler-1720,697.0,5573.0,0.839,0.1043,0,1
961,Kepler-1721 b,9.9,3.119,641.374,Kepler-1721,924.0,5351.0,0.796,0.0519,0,1
962,Kepler-1722 b,8.58,2.867,772.283,Kepler-1722,753.0,5506.0,0.788,0.0819,0,1
963,Kepler-1723 b,8.65,2.88,811.278,Kepler-1723,568.0,6072.0,1.01,0.2249,0,1
964,Kepler-1724 b,8.43,2.837,1060.77,Kepler-1724,999.0,6092.0,0.943,0.0683,0,1
965,Kepler-1725 b,8.31,2.813,558.652,Kepler-1725,767.0,6020.0,1.085,0.1302,0,1
966,Kepler-1726 b,6.84,2.509,390.552,Kepler-1726,582.0,5316.0,0.804,0.1306,0,1
967,Kepler-1727 b,10.2,3.173,894.187,Kepler-1727,757.0,5349.0,0.82,0.0796,0,1
968,Kepler-1728 b,9.04,2.955,651.783,Kepler-1728,886.0,5170.0,0.807,0.0535,0,1
969,Kepler-1729 b,14.4,3.894,576.181,Kepler-1729,595.0,3837.0,0.517,0.0418,0,1
970,Kepler-173 b,2.21,1.29,833.165,Kepler-173,1179.0,6032.0,0.935,0.048,0,2
971,Kepler-173 c,6.48,2.43,833.165,Kepler-173,956.0,6032.0,0.935,0.074,0,2
972,Kepler-1730 b,18.4,4.485,1427.08,Kepler-1730,833.0,5942.0,1.142,0.1131,0,1
973,Kepler-1731 b,8.92,2.933,169.948,Kepler-1731,486.0,4859.0,0.72,0.1401,0,1
974,Kepler-1732 b,15.7,4.099,1289.41,Kepler-1732,699.0,5821.0,1.494,0.2015,0,1
975,Kepler-1733 b,12.8,3.636,2080.51,Kepler-1733,1021.0,6320.0,1.252,0.0933,0,1
976,Kepler-1734 b,9.74,3.089,1482.83,Kepler-1734,985.0,6061.0,0.97,0.0714,0,1
977,Kepler-1735 b,1.84,1.194,245.303,Kepler-1735,502.0,3975.0,0.509,0.0621,0,1
978,Kepler-1736 b,14.3,3.877,1430.0,Kepler-1736,566.0,6085.0,0.973,0.2188,0,1
979,Kepler-1737 b,25.1,5.395,,Kepler-1737,383.0,5043.0,0.881,0.297,0,1
980,Kepler-1738 b,8.37,2.825,1302.87,Kepler-1738,957.0,6063.0,1.001,0.0781,0,1
981,Kepler-1739 b,6.48,2.431,783.666,Kepler-1739,839.0,5757.0,0.762,0.0697,0,1
982,Kepler-174 b,4.5,1.96,384.757,Kepler-174,553.0,4859.0,0.651,0.1,0,3
983,Kepler-174 c,2.83,1.49,384.757,Kepler-174,377.0,4859.0,0.651,0.214,0,3
984,Kepler-174 d,5.43,2.19,384.757,Kepler-174,212.0,4859.0,0.651,0.677,1,3
985,Kepler-1740 b,11.0,3.323,1061.77,Kepler-1740,858.0,5705.0,0.905,0.0779,0,1
986,Kepler-1741 b,2.16,1.273,270.739,Kepler-1741,615.0,3683.0,0.424,0.0296,0,1
987,Kepler-1742 b,5.38,2.178,669.573,Kepler-1742,462.0,5776.0,0.849,0.2587,0,1
988,Kepler-1743 b,3.18,1.599,538.807,Kepler-1743,1144.0,5855.0,1.613,0.0822,0,1
989,Kepler-1744 b,13.6,3.768,1091.63,Kepler-1744,532.0,5986.0,0.85,0.2093,0,1
990,Kepler-1745 b,4.38,1.929,996.105,Kepler-1745,1449.0,5611.0,1.4,0.0408,0,1
991,Kepler-1746 b,59.1,8.935,979.541,Kepler-1746,310.0,6018.0,1.286,0.9453,0,1
992,Kepler-1747 b,16.8,4.265,1321.38,Kepler-1747,875.0,5477.0,0.865,0.066,0,1
993,Kepler-1748 b,7.81,2.713,1083.28,Kepler-1748,955.0,5774.0,0.864,0.0615,0,1
994,Kepler-1749 b,3.23,1.613,268.2,Kepler-1749,420.0,3957.0,0.553,0.0956,0,1
995,Kepler-175 b,7.08,2.56,1312.34,Kepler-175,827.0,6063.0,1.001,0.105,0,2
996,Kepler-175 c,9.8,3.1,1312.34,Kepler-175,583.0,6063.0,1.001,0.213,0,2
997,Kepler-1750 b,30.1,6.004,1497.33,Kepler-1750,298.0,5644.0,0.969,0.6785,0,1
998,Kepler-1751 b,3.98,1.824,1291.47,Kepler-1751,984.0,6052.0,0.967,0.0712,0,1
999,Kepler-1752 b,18.7,4.541,962.888,Kepler-1752,419.0,5446.0,0.821,0.2698,0,1
1000,Kepler-1753 b,5.59,2.227,707.688,Kepler-1753,583.0,5180.0,0.769,0.1179,0,1
1001,Kepler-1754 b,6.53,2.44,718.945,Kepler-1754,672.0,4723.0,0.747,0.0718,0,1
1002,Kepler-1755 b,29.4,5.917,982.383,Kepler-1755,631.0,6086.0,0.921,0.1668,0,1
1003,Kepler-1756 b,2.77,1.472,,Kepler-1756,1093.0,4915.0,0.812,0.0319,0,1
1004,Kepler-1757 b,8.99,2.947,807.308,Kepler-1757,549.0,5288.0,0.74,0.1335,0,1
1005,Kepler-1758 b,7.13,2.571,1588.41,Kepler-1758,1028.0,5557.0,1.616,0.0919,0,1
1006,Kepler-1759 b,0.676,0.904,385.348,Kepler-1759,954.0,5017.0,0.797,0.0429,0,1
1007,Kepler-176 b,2.63,1.43,527.321,Kepler-176,841.0,4963.0,0.826,0.058,0,4
1008,Kepler-176 c,23.0,2.6,527.321,Kepler-176,633.0,4963.0,0.826,0.102,0,4
1009,Kepler-176 d,15.2,2.51,527.321,Kepler-176,501.0,4963.0,0.826,0.163,0,4
1010,Kepler-176 e,2.7,1.45,527.321,Kepler-176,398.0,4963.0,0.826,0.2494,0,4
1011,Kepler-1760 b,5.86,2.29,,Kepler-1760,480.0,5229.0,0.903,0.2084,0,1
1012,Kepler-1761 b,2.51,1.391,221.186,Kepler-1761,613.0,3871.0,0.532,0.0413,0,1
1013,Kepler-1762 b,8.05,2.76,1663.74,Kepler-1762,714.0,6572.0,1.238,0.204,0,1
1014,Kepler-1763 b,1.59,1.147,756.486,Kepler-1763,1822.0,5897.0,1.259,0.0257,0,1
1015,Kepler-1764 b,18.8,4.555,1542.48,Kepler-1764,511.0,6461.0,1.131,0.3512,0,1
1016,Kepler-1765 b,6.78,2.495,764.456,Kepler-1765,855.0,5692.0,1.064,0.0917,0,1
1017,Kepler-1766 b,5.81,2.279,501.229,Kepler-1766,406.0,5868.0,1.042,0.4229,0,1
1018,Kepler-1767 b,9.34,3.013,820.506,Kepler-1767,393.0,5243.0,0.831,0.2873,0,1
1019,Kepler-1768 b,5.62,2.233,632.766,Kepler-1768,933.0,6050.0,1.572,0.1286,0,1
1020,Kepler-1769 b,18.2,4.465,438.412,Kepler-1769,483.0,6071.0,1.295,0.3987,0,1
1021,Kepler-177 b,5.84,3.5,1435.44,Kepler-177,549.0,5768.0,1.015,0.2184,0,2
1022,Kepler-177 c,14.7,8.73,1435.44,Kepler-177,497.0,5768.0,1.015,0.2655,0,2
1023,Kepler-1770 b,8.45,2.841,582.942,Kepler-1770,699.0,5602.0,1.009,0.1261,0,1
1024,Kepler-1771 b,15.5,4.055,565.752,Kepler-1771,391.0,5661.0,0.934,0.3815,0,1
1025,Kepler-1772 b,7.68,2.686,871.564,Kepler-1772,1155.0,5541.0,0.934,0.0418,0,1
1026,Kepler-1773 b,12.1,3.505,681.255,Kepler-1773,623.0,6183.0,1.3,0.2489,0,1
1027,Kepler-1774 b,10.2,3.182,816.592,Kepler-1774,522.0,6214.0,1.122,0.3096,0,1
1028,Kepler-1775 b,12.9,3.648,657.023,Kepler-1775,522.0,5818.0,1.647,0.3986,0,1
1029,Kepler-1776 b,7.33,2.612,690.336,Kepler-1776,603.0,5872.0,1.153,0.2124,0,1
1030,Kepler-1777 b,5.19,2.132,619.146,Kepler-1777,819.0,5771.0,1.068,0.1031,0,1
1031,Kepler-1778 b,9.36,3.017,1276.29,Kepler-1778,942.0,6310.0,1.095,0.0956,0,1
1032,Kepler-1779 b,9.44,3.033,908.501,Kepler-1779,730.0,5730.0,1.056,0.1264,0,1
1033,Kepler-178 b,8.75,2.9,716.025,Kepler-178,846.0,5386.0,1.076,0.085,0,3
1034,Kepler-178 c,8.65,2.88,716.025,Kepler-178,656.0,5386.0,1.076,0.142,0,3
1035,Kepler-178 d,14.8,3.95,716.025,Kepler-178,392.0,5386.0,1.076,0.397,0,3
1036,Kepler-1780 b,12.7,3.606,790.516,Kepler-1780,340.0,5403.0,0.868,0.4276,0,1
1037,Kepler-1781 b,6.26,2.381,962.63,Kepler-1781,1003.0,5568.0,0.957,0.0574,0,1
1038,Kepler-1782 b,5.6,2.229,305.792,Kepler-1782,773.0,4931.0,0.734,0.0582,0,1
1039,Kepler-1783 b,2.3,1.319,264.078,Kepler-1783,1088.0,5129.0,1.781,0.077,0,1
1040,Kepler-1784 b,8.24,2.799,883.045,Kepler-1784,724.0,5442.0,0.974,0.1072,0,1
1041,Kepler-1785 b,7.77,2.704,745.74,Kepler-1785,666.0,5618.0,0.996,0.1379,0,1
1042,Kepler-1786 b,10.1,3.163,863.909,Kepler-1786,501.0,5808.0,1.397,0.3659,0,1
1043,Kepler-1787 b,5.99,2.319,778.602,Kepler-1787,540.0,6060.0,0.925,0.227,0,1
1044,Kepler-1788 b,6.25,2.379,560.445,Kepler-1788,956.0,4786.0,0.704,0.0343,0,1
1045,Kepler-1789 b,8.4,2.831,611.461,Kepler-1789,380.0,5436.0,0.888,0.3543,0,1
1046,Kepler-179 b,3.33,1.64,605.68,Kepler-179,1075.0,5299.0,0.766,0.036,0,2
1047,Kepler-179 c,4.66,2.0,605.68,Kepler-179,810.0,5299.0,0.766,0.064,0,2
1048,Kepler-1790 b,10.0,3.145,1070.17,Kepler-1790,682.0,5866.0,1.367,0.197,0,1
1049,Kepler-1791 b,9.91,3.121,602.218,Kepler-1791,1021.0,5887.0,1.177,0.0761,0,1
1050,Kepler-1792 b,6.89,2.52,601.029,Kepler-1792,1047.0,5229.0,1.005,0.0488,0,1
1051,Kepler-1793 b,13.8,3.79,1189.88,Kepler-1793,713.0,5191.0,0.764,0.0787,0,1
1052,Kepler-1794 b,3.87,1.794,561.229,Kepler-1794,703.0,5052.0,0.816,0.0821,0,1
1053,Kepler-1795 b,3.4,1.663,,Kepler-1795,520.0,4500.0,0.688,0.1002,0,1
1054,Kepler-1796 b,8.0,2.75,825.883,Kepler-1796,598.0,6036.0,0.949,0.1879,0,1
1055,Kepler-1797 b,9.58,3.058,1338.49,Kepler-1797,684.0,6244.0,1.009,0.1637,0,1
1056,Kepler-1798 b,5.94,2.309,395.196,Kepler-1798,408.0,3967.0,0.587,0.1082,0,1
1057,Kepler-1799 b,15.9,4.128,2254.69,Kepler-1799,770.0,5831.0,0.921,0.1028,0,1
1058,Kepler-18 b,6.9,2.0,433.047,Kepler-18,1165.0,5356.0,1.055,0.0447,0,3
1059,Kepler-18 c,17.3,5.49,433.047,Kepler-18,899.0,5356.0,1.055,0.0752,0,3
1060,Kepler-18 d,16.4,6.98,433.047,Kepler-18,720.0,5356.0,1.055,0.1172,0,3
1061,Kepler-180 b,2.86,1.5,695.65,Kepler-180,781.0,5735.0,1.028,0.109,0,2
1062,Kepler-180 c,9.32,3.01,695.65,Kepler-180,540.0,5735.0,1.028,0.229,0,2
1063,Kepler-1800 b,0.961,0.997,350.455,Kepler-1800,1533.0,5343.0,2.506,0.0592,0,1
1064,Kepler-1801 b,7.8,2.709,839.332,Kepler-1801,829.0,5738.0,0.981,0.0915,0,1
1065,Kepler-1802 b,3.43,1.671,636.694,Kepler-1802,581.0,4245.0,0.637,0.0662,0,2
1066,Kepler-1802 c,6.0,2.322,636.694,Kepler-1802,357.0,4245.0,0.637,0.1748,0,2
1067,Kepler-1804 b,3.18,1.596,434.456,Kepler-1804,913.0,5109.0,1.671,0.1017,0,1
1068,Kepler-1805 b,3.0,1.545,221.639,Kepler-1805,479.0,3867.0,0.552,0.0699,0,1
1069,Kepler-1806 b,6.15,2.356,978.066,Kepler-1806,729.0,5311.0,0.788,0.0813,0,1
1070,Kepler-1807 b,7.77,2.704,1299.32,Kepler-1807,1108.0,6455.0,1.496,0.0988,0,1
1071,Kepler-1808 b,9.4,3.025,1022.01,Kepler-1808,601.0,5530.0,0.892,0.1467,0,1
1072,Kepler-1809 b,2.9,1.513,409.602,Kepler-1809,877.0,4901.0,0.716,0.0435,0,1
1073,Kepler-181 b,2.15,1.27,609.283,Kepler-181,1041.0,5041.0,0.857,0.04,0,2
1074,Kepler-181 c,4.62,1.99,609.283,Kepler-181,937.0,5041.0,0.857,0.049,0,2
1075,Kepler-1810 b,14.6,3.918,1009.87,Kepler-1810,380.0,5492.0,1.016,0.4137,0,1
1076,Kepler-1811 b,14.1,3.848,1390.56,Kepler-1811,455.0,5561.0,1.19,0.3462,0,1
1077,Kepler-1812 b,6.01,2.325,1409.19,Kepler-1812,1034.0,6174.0,1.103,0.0765,0,1
1078,Kepler-1813 b,2.58,1.413,,Kepler-1813,1059.0,5167.0,0.787,0.0364,0,1
1079,Kepler-1814 b,6.21,2.37,726.346,Kepler-1814,1022.0,4922.0,0.823,0.0371,0,1
1080,Kepler-1815 b,7.99,2.749,1006.63,Kepler-1815,763.0,5516.0,0.967,0.0984,0,1
1081,Kepler-1816 b,4.53,1.968,437.823,Kepler-1816,310.0,5051.0,0.706,0.3648,1,1
1082,Kepler-1817 b,5.79,2.273,748.569,Kepler-1817,463.0,5316.0,0.915,0.2348,0,1
1083,Kepler-1818 b,3.58,1.714,1034.59,Kepler-1818,1209.0,6047.0,1.129,0.055,0,1
1084,Kepler-1819 b,14.5,3.904,1363.19,Kepler-1819,760.0,6090.0,1.071,0.1337,0,1
1085,Kepler-182 b,7.18,2.58,1549.09,Kepler-182,935.0,6246.0,1.092,0.096,0,2
1086,Kepler-182 c,11.6,3.43,1549.09,Kepler-182,729.0,6246.0,1.092,0.157,0,2
1087,Kepler-1820 b,9.9,3.119,1425.39,Kepler-1820,561.0,5841.0,0.931,0.1964,0,1
1088,Kepler-1821 b,7.24,2.592,799.699,Kepler-1821,644.0,5475.0,0.884,0.1244,0,1
1089,Kepler-1822 b,7.5,2.648,897.597,Kepler-1822,507.0,5165.0,0.702,0.1416,0,1
1090,Kepler-1823 b,5.0,2.086,724.971,Kepler-1823,718.0,6000.0,1.126,0.1528,0,1
1091,Kepler-1824 b,6.26,2.381,1040.1,Kepler-1824,421.0,6002.0,1.081,0.4267,0,1
1092,Kepler-1825 b,2.61,1.422,430.254,Kepler-1825,1520.0,5123.0,0.847,0.0187,0,1
1093,Kepler-1826 b,2.78,1.475,336.952,Kepler-1826,806.0,3821.0,0.486,0.0213,0,1
1094,Kepler-1827 b,4.1,1.856,686.461,Kepler-1827,1329.0,5423.0,1.404,0.0455,0,1
1095,Kepler-1828 b,5.13,2.116,871.81,Kepler-1828,799.0,5806.0,0.899,0.0924,0,1
1096,Kepler-1829 b,6.71,2.479,679.921,Kepler-1829,860.0,5230.0,0.777,0.0559,0,1
1097,Kepler-183 b,4.9,2.06,1050.64,Kepler-183,1088.0,5576.0,1.198,0.064,0,2
1098,Kepler-183 c,35.7,2.27,1050.64,Kepler-183,857.0,5576.0,1.198,0.103,0,2
